gene	no_zero_mean	no_zero_max	binding	functional	ptmod	regulation	textmining	type	repetition	distance	nfams	ndisease_genes	ngenes	sre_file
USP53	0.429827230156169	0.642646480534802	0.642646480534802	NA	NA	0.300904977375565	0.34593023255814	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CETN2	0.42628922512645	0.843360859876786	0.843360859876786	NA	0.375	0.122855917667238	0.363940122961775	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NDUFAF1	0.40817017073773	0.490758946126622	0.490758946126622	NA	NA	NA	0.325581395348837	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FKRP	0.405368678479143	0.701808785529716	NA	NA	NA	0.108928571428571	0.701808785529716	TARGET	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CLCN1	0.396075581395349	0.396075581395349	NA	NA	NA	NA	0.396075581395349	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ERP27	0.39357082628579	0.650675055708481	0.650675055708481	NA	NA	0.153333333333333	0.376704089815558	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
WDR72	0.388285960378984	0.388285960378984	NA	NA	NA	NA	0.388285960378984	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
COQ3	0.378303382663848	0.378303382663848	NA	NA	NA	NA	0.378303382663848	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PRR15L	0.373385012919897	0.373385012919897	NA	NA	NA	NA	0.373385012919897	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PALM	0.367989056087551	0.367989056087551	NA	NA	NA	NA	0.367989056087551	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SCN2B	0.365736434108527	0.365736434108527	NA	NA	NA	NA	0.365736434108527	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FOXD4L4	0.362032355915066	0.362032355915066	NA	NA	NA	NA	0.362032355915066	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SERPINB4	0.356455690863565	0.68404980032887	0.366798753743308	NA	NA	0.0185185185185186	0.68404980032887	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHA2	0.354323035100617	0.354323035100617	0.354323035100617	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CST2	0.352713178294574	0.352713178294574	NA	NA	NA	NA	0.352713178294574	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAGED4B	0.351553283523397	0.351553283523397	0.351553283523397	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PNLIP	0.344273251962771	0.6703146374829	0.018231866442641	NA	NA	NA	0.6703146374829	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SCGB3A2	0.343999666184489	0.674841437632135	NA	NA	NA	0.013157894736842	0.674841437632135	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
STAB1	0.339147286821705	0.339147286821705	NA	NA	NA	NA	0.339147286821705	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZDHHC11	0.325581395348837	0.325581395348837	NA	NA	NA	NA	0.325581395348837	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HIGD1A	0.322330291263626	0.52205292702486	NA	NA	NA	0.122607655502392	0.52205292702486	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTMR8	0.262080249013257	0.347780126849894	0.329532048761305	NA	NA	0.108928571428572	0.347780126849894	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
VCX3B	0.255836085386788	0.37984496124031	NA	NA	NA	0.131827209533267	0.37984496124031	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TSPAN13	0.228704302441052	0.325581395348837	NA	NA	NA	0.131827209533267	0.325581395348837	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ADAM28	0.213056179871475	0.337209302325581	0.157491152182462	NA	NA	0.144468085106383	0.337209302325581	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMCO6	0.204669131924684	0.337909692420797	0.337909692420797	NA	NA	0.0714285714285712	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL21P106	0.184065934065934	0.184065934065934	NA	NA	NA	0.184065934065934	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C9orf95	0.157801418439716	0.157801418439716	NA	NA	NA	0.157801418439716	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NAV2-AS5	0.115816326530612	0.115816326530612	NA	NA	NA	0.115816326530612	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYP4Z1	0.0631884944920441	0.0631884944920441	NA	NA	NA	NA	0.0631884944920441	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM65C	0.0588235294117645	0.0588235294117645	NA	NA	NA	0.0588235294117645	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CRTAC1	0	0	NA	NA	NA	NA	0	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL23P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR9-3	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTND2P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTND2P26	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SUMO2P6	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RAB9B	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR320C2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR548I2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPS2P5	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SALL3	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FADS6	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR758	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TTTY5	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C20orf187	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPNS3	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C11orf70	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARPP21-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORD115-26	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM74A6	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SAPCD2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
A4GNT	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IDSP1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LGALS14	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S40	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LAIR2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DBH-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00461	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CDRT15	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYCSP2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM90A3P	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NUCB1-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DAP3P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00482	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IKBKGP1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL13AP3	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNY3P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TCHHL1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
COL6A6	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00263	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHD6-6	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GSN-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DYNLT3P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
USP9YP3	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR519C	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNU5B-4P	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCDC136	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TPTE2P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM58CP	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TGFA-IT1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DLX6-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SDHAP1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TCEB1P23	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ASIC2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL35AP3	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GPR21	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORD73A	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BSN-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
H2BFS	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR610	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SAMD14	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TPTE2P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SCGB1D4	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S70	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRAPPC2P7	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RASA3-IT1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMEM196	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
POM121L10P	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL31P20	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ANKRD35	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTUS2-AS2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRIM60P15	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GAPDHP73	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S212	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FKBP1AP2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CPHL1P	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KARSP1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPS20P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S200	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LNX1-AS2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
UPK1A-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHD4-17	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC52A2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR382	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR7E158P	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TP53TG5	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DGKK	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIRREL3-AS3	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OFD1P17	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR622	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FTH1P9	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RIMKLBP2	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SYP-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHV3-36	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CFL1P8	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTND6P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CXADRP1	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
VN1R51P	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DNAJC9	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR604	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TSPY3	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ASS1P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	4	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM86DP	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR7E157P	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C1orf27	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORD51	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMEM130	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF585A	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BAGE2	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF547	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORD124	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RBM14-RBM4	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C15orf33	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NXNL2	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PRR11	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORD61	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TTC7A	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORA44	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C1orf201	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHV1-24	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF223	0.988125862133244	0.988125862133244	NA	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
